Degree,Specialization,CGPA,JobRole,Programming,Internship,Projects,Certification,ProblemSolving
B.Sc,AI,8.87,AI Engineer,Python,Yes,4,Yes,High
BBA,Machine Learning,7.39,Data Scientist,Python,No,2,Yes,Medium
BCA,Machine Learning,9.99,AI Engineer,Python,Yes,5,Yes,High
MBA,Software Engineering,7.08,DevOps Engineer,Java,No,2,No,Medium
B.Sc,Machine Learning,9.08,AI Engineer,Python,Yes,3,Yes,High
MCA,Software Engineering,9.43,Software Developer,Java,Yes,3,Yes,High
MBA,Electronics,9.78,Cloud Engineer,Java,Yes,5,No,High
M.Tech,CSE,6.53,DevOps Engineer,Python,No,0,No,Low
B.Sc,Cyber Security,7.37,Cyber Security Analyst,Python,No,2,Yes,Medium
BBA,Software Engineering,9.43,Software Developer,Java,Yes,4,Yes,High
M.Sc,AI,9.12,AI Engineer,Python,Yes,4,Yes,High
BBA,Electronics,8.1,Support Engineer,C++,Yes,3,No,Medium
MBA,CSE,6.98,DevOps Engineer,Java,No,0,Yes,Low
MBA,Finance,6.52,Business Analyst,Python,No,0,No,Low
MBA,Cyber Security,8.44,Cyber Security Analyst,Python,Yes,2,Yes,Medium
M.Sc,AI,6.96,Data Scientist,Python,No,0,Yes,Low
BCA,CSE,8.63,Software Developer,C++,Yes,3,No,High
B.Tech,Software Engineering,6.47,DevOps Engineer,Java,No,0,No,Low
BCA,Information Security,8.68,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,Electronics,8.52,Support Engineer,Python,Yes,5,No,High
M.Sc,Cyber Security,6.88,Support Engineer,Python,No,0,Yes,Low
BBA,Business Analytics,8.67,Business Analyst,C++,Yes,4,No,High
MCA,CSE,6.16,DevOps Engineer,C++,No,0,No,Low
B.Tech,AI,7.52,Data Scientist,Python,Yes,2,Yes,Medium
MCA,AI,6.81,Data Scientist,Python,No,0,Yes,Low
BBA,Electronics,8.04,Support Engineer,Java,Yes,3,No,Medium
M.Tech,Data Science,8.36,Data Scientist,Python,Yes,2,Yes,Medium
MCA,Electronics,9.14,Cloud Engineer,Java,Yes,3,No,High
B.Tech,AI,6.69,Data Scientist,Python,No,1,Yes,Low
BCA,Cyber Security,6.44,Support Engineer,Python,No,1,Yes,Low
B.Sc,Machine Learning,7.3,Data Scientist,Python,No,2,Yes,Medium
MCA,Information Security,9.38,Cyber Security Analyst,Python,Yes,3,No,High
B.Sc,Information Security,7.91,Cyber Security Analyst,Python,Yes,3,Yes,Medium
MCA,Software Engineering,9.47,Software Developer,Java,Yes,5,Yes,High
M.Tech,IT,8.24,Cloud Engineer,C++,Yes,2,Yes,Medium
M.Sc,Data Science,7.61,Business Analyst,Python,Yes,2,Yes,Medium
MBA,Business Analytics,8.67,Business Analyst,Python,Yes,4,No,High
M.Tech,Information Security,7.51,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MBA,IT,8.93,Cloud Engineer,C++,Yes,4,Yes,High
B.Tech,Electronics,7.33,Support Engineer,Java,No,3,Yes,Medium
MCA,Information Security,9.66,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,AI,9.08,AI Engineer,Python,Yes,4,Yes,High
BBA,AI,6.73,Data Scientist,Python,No,1,Yes,Low
M.Sc,IT,9.28,Cloud Engineer,Java,Yes,4,Yes,High
MCA,Machine Learning,9.99,AI Engineer,Python,Yes,5,Yes,High
M.Sc,AI,6.3,Data Scientist,Python,No,0,Yes,Low
MCA,Finance,9.0,Business Analyst,C++,Yes,5,No,High
B.Sc,Software Engineering,8.32,Software Developer,Java,Yes,3,No,Medium
BCA,Cyber Security,6.62,Support Engineer,Python,No,0,Yes,Low
MBA,Electronics,7.21,Support Engineer,Python,No,2,No,Medium
M.Tech,CSE,9.44,Software Developer,C++,Yes,3,No,High
BBA,IT,8.86,Cloud Engineer,C++,Yes,3,Yes,High
B.Sc,Information Security,9.02,Cyber Security Analyst,Python,Yes,4,No,High
MCA,Software Engineering,7.27,DevOps Engineer,Java,No,3,No,Medium
MCA,IT,7.07,Support Engineer,C++,No,2,No,Medium
M.Sc,Data Science,6.85,Business Analyst,Python,No,0,Yes,Low
B.Sc,Data Science,9.85,Data Scientist,Python,Yes,3,Yes,High
MBA,IT,6.56,Support Engineer,C++,No,1,Yes,Low
B.Sc,Cyber Security,9.85,Cyber Security Analyst,Python,Yes,4,Yes,High
MBA,AI,8.54,AI Engineer,Python,Yes,5,Yes,High
M.Tech,Business Analytics,9.86,Business Analyst,C++,Yes,5,Yes,High
BCA,Electronics,8.67,Support Engineer,Java,Yes,4,No,High
MCA,IT,7.18,Support Engineer,Python,No,3,Yes,Medium
M.Sc,CSE,8.22,DevOps Engineer,Python,Yes,3,Yes,Medium
BCA,Finance,6.44,Business Analyst,C++,No,0,Yes,Low
BBA,AI,7.18,Data Scientist,Python,No,3,Yes,Medium
M.Sc,AI,6.72,Data Scientist,Python,No,1,Yes,Low
MCA,CSE,7.22,DevOps Engineer,C++,No,2,No,Medium
M.Sc,IT,9.94,Cloud Engineer,Java,Yes,3,No,High
M.Sc,Software Engineering,6.74,DevOps Engineer,Java,No,0,No,Low
MBA,Business Analytics,6.15,Business Analyst,Python,No,1,Yes,Low
B.Tech,Finance,6.1,Business Analyst,C++,No,0,Yes,Low
M.Sc,CSE,9.32,Software Developer,Java,Yes,4,No,High
M.Tech,Data Science,6.11,Business Analyst,Python,No,0,Yes,Low
B.Tech,Data Science,6.25,Business Analyst,Python,No,0,Yes,Low
M.Tech,Business Analytics,6.63,Business Analyst,Java,No,0,No,Low
MBA,CSE,8.53,Software Developer,Java,Yes,3,No,High
BCA,IT,7.88,Support Engineer,C++,Yes,2,No,Medium
B.Sc,Information Security,9.71,Cyber Security Analyst,Python,Yes,5,No,High
M.Sc,Electronics,7.49,Support Engineer,Python,No,3,No,Medium
B.Tech,AI,6.76,Data Scientist,Python,No,1,Yes,Low
BCA,Business Analytics,6.15,Business Analyst,Python,No,0,Yes,Low
BCA,Data Science,7.41,Business Analyst,Python,No,2,Yes,Medium
MCA,CSE,8.57,Software Developer,C++,Yes,3,No,High
B.Sc,CSE,6.17,DevOps Engineer,C++,No,1,No,Low
M.Tech,Software Engineering,8.94,Software Developer,Java,Yes,4,Yes,High
BCA,Information Security,6.54,Support Engineer,Python,No,0,No,Low
B.Sc,Finance,6.56,Business Analyst,Python,No,0,No,Low
M.Sc,Business Analytics,9.7,Business Analyst,Python,Yes,5,No,High
B.Tech,Finance,8.54,Business Analyst,Java,Yes,4,Yes,High
BCA,Data Science,6.18,Business Analyst,Python,No,0,Yes,Low
MCA,AI,6.98,Data Scientist,Python,No,1,Yes,Low
MBA,Data Science,6.81,Business Analyst,Python,No,1,Yes,Low
B.Tech,IT,7.39,Support Engineer,Python,No,2,Yes,Medium
BCA,IT,6.95,Support Engineer,Python,No,1,Yes,Low
MBA,Software Engineering,9.34,Software Developer,Java,Yes,4,No,High
M.Tech,Electronics,7.75,Support Engineer,Python,Yes,2,No,Medium
MCA,AI,9.8,AI Engineer,Python,Yes,4,Yes,High
BBA,Business Analytics,8.45,Business Analyst,Python,Yes,3,Yes,Medium
B.Sc,Electronics,7.09,Support Engineer,Java,No,3,No,Medium
B.Tech,Cyber Security,7.5,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Tech,Business Analytics,6.82,Business Analyst,C++,No,1,No,Low
MBA,Software Engineering,7.18,DevOps Engineer,Java,No,2,No,Medium
B.Sc,Data Science,9.4,Data Scientist,Python,Yes,4,Yes,High
BCA,CSE,6.2,DevOps Engineer,Python,No,1,No,Low
M.Tech,Data Science,7.84,Business Analyst,Python,Yes,2,Yes,Medium
M.Sc,Data Science,9.83,Data Scientist,Python,Yes,3,Yes,High
B.Sc,Machine Learning,8.66,AI Engineer,Python,Yes,3,Yes,High
MCA,Finance,6.09,Business Analyst,Java,No,0,Yes,Low
MBA,Electronics,10.0,Cloud Engineer,C++,Yes,5,Yes,High
BBA,Machine Learning,9.77,AI Engineer,Python,Yes,4,Yes,High
M.Sc,Software Engineering,7.33,DevOps Engineer,Java,No,3,Yes,Medium
MCA,Information Security,7.54,Cyber Security Analyst,Python,Yes,3,Yes,Medium
BBA,CSE,8.27,DevOps Engineer,Python,Yes,3,Yes,Medium
MCA,AI,9.4,AI Engineer,Python,Yes,3,Yes,High
BBA,CSE,9.27,Software Developer,C++,Yes,3,No,High
MCA,CSE,6.67,DevOps Engineer,C++,No,1,Yes,Low
MCA,Machine Learning,6.66,Data Scientist,Python,No,0,Yes,Low
BBA,Electronics,8.96,Support Engineer,Java,Yes,5,No,High
BBA,Data Science,8.94,Data Scientist,Python,Yes,5,Yes,High
BBA,Business Analytics,8.61,Business Analyst,Java,Yes,3,Yes,High
M.Tech,Business Analytics,7.86,Business Analyst,Java,Yes,2,Yes,Medium
BBA,Electronics,7.85,Support Engineer,C++,Yes,2,No,Medium
M.Tech,CSE,8.33,DevOps Engineer,Python,Yes,3,No,Medium
M.Tech,Cyber Security,8.68,Cyber Security Analyst,Python,Yes,4,Yes,High
BCA,Cyber Security,7.01,Cyber Security Analyst,Python,No,2,Yes,Medium
M.Sc,Business Analytics,9.46,Business Analyst,Java,Yes,5,No,High
MCA,Data Science,9.88,Data Scientist,Python,Yes,3,Yes,High
B.Sc,Software Engineering,9.51,Software Developer,Java,Yes,5,No,High
B.Sc,Finance,9.47,Business Analyst,C++,Yes,4,Yes,High
B.Tech,IT,6.93,Support Engineer,C++,No,1,Yes,Low
BBA,Cyber Security,8.17,Cyber Security Analyst,Python,Yes,3,Yes,Medium
MCA,Cyber Security,9.03,Cyber Security Analyst,Python,Yes,5,Yes,High
BCA,Software Engineering,7.65,Software Developer,Java,Yes,2,No,Medium
MBA,Machine Learning,6.96,Data Scientist,Python,No,1,Yes,Low
MCA,Information Security,9.82,Cyber Security Analyst,Python,Yes,3,No,High
M.Tech,CSE,6.78,DevOps Engineer,Java,No,0,No,Low
B.Tech,Cyber Security,7.26,Cyber Security Analyst,Python,No,3,Yes,Medium
B.Tech,AI,7.27,Data Scientist,Python,No,2,Yes,Medium
BCA,CSE,7.39,DevOps Engineer,Java,No,3,Yes,Medium
B.Sc,Cyber Security,9.93,Cyber Security Analyst,Python,Yes,4,Yes,High
B.Tech,Finance,7.18,Business Analyst,C++,No,3,No,Medium
BCA,Data Science,9.47,Data Scientist,Python,Yes,4,Yes,High
BBA,AI,6.21,Data Scientist,Python,No,0,Yes,Low
MBA,Electronics,9.09,Cloud Engineer,C++,Yes,3,No,High
MCA,Cyber Security,6.36,Support Engineer,Python,No,0,Yes,Low
BBA,Data Science,8.89,Data Scientist,Python,Yes,5,Yes,High
BCA,Cyber Security,6.93,Support Engineer,Python,No,0,Yes,Low
MCA,Information Security,6.27,Support Engineer,Python,No,1,No,Low
M.Tech,Software Engineering,7.6,Software Developer,Java,Yes,2,No,Medium
B.Tech,Software Engineering,6.83,DevOps Engineer,Java,No,1,No,Low
B.Sc,AI,6.08,Data Scientist,Python,No,0,Yes,Low
BCA,Cyber Security,9.86,Cyber Security Analyst,Python,Yes,3,Yes,High
B.Tech,AI,7.07,Data Scientist,Python,No,3,Yes,Medium
BCA,Machine Learning,8.47,AI Engineer,Python,Yes,2,Yes,Medium
B.Sc,Data Science,7.2,Business Analyst,Python,No,3,Yes,Medium
BBA,Cyber Security,8.44,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Tech,Cyber Security,7.96,Cyber Security Analyst,Python,Yes,2,Yes,Medium
BCA,Cyber Security,6.92,Support Engineer,Python,No,1,Yes,Low
MBA,CSE,6.73,DevOps Engineer,Python,No,0,No,Low
M.Tech,CSE,7.41,DevOps Engineer,C++,No,3,Yes,Medium
B.Sc,Software Engineering,6.67,DevOps Engineer,Java,No,1,Yes,Low
BCA,Data Science,8.96,Data Scientist,Python,Yes,3,Yes,High
M.Tech,Software Engineering,8.28,Software Developer,Java,Yes,3,Yes,Medium
MCA,Business Analytics,9.35,Business Analyst,Python,Yes,5,Yes,High
BBA,Finance,9.18,Business Analyst,Python,Yes,3,No,High
BCA,Business Analytics,7.23,Business Analyst,Python,No,2,Yes,Medium
B.Tech,Business Analytics,7.17,Business Analyst,Java,No,3,No,Medium
M.Sc,CSE,7.96,DevOps Engineer,C++,Yes,3,Yes,Medium
BCA,IT,7.65,Support Engineer,Java,Yes,2,Yes,Medium
BBA,Finance,6.98,Business Analyst,Python,No,0,No,Low
BCA,Business Analytics,7.09,Business Analyst,C++,No,3,Yes,Medium
M.Tech,Finance,8.77,Business Analyst,Python,Yes,4,No,High
M.Tech,CSE,7.59,DevOps Engineer,Java,Yes,3,No,Medium
MCA,Finance,8.39,Business Analyst,Java,Yes,2,No,Medium
M.Sc,Business Analytics,7.63,Business Analyst,Python,Yes,3,Yes,Medium
MBA,CSE,7.31,DevOps Engineer,C++,No,2,No,Medium
BCA,Business Analytics,6.68,Business Analyst,C++,No,1,Yes,Low
B.Tech,IT,7.77,Support Engineer,Python,Yes,3,No,Medium
BBA,IT,6.02,Support Engineer,Java,No,1,Yes,Low
BBA,Finance,9.84,Business Analyst,Java,Yes,5,No,High
MBA,Software Engineering,6.47,DevOps Engineer,Java,No,0,Yes,Low
M.Tech,Information Security,7.8,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MCA,AI,8.72,AI Engineer,Python,Yes,4,Yes,High
M.Sc,Software Engineering,9.49,Software Developer,Java,Yes,4,No,High
M.Sc,Electronics,6.88,Support Engineer,C++,No,0,Yes,Low
B.Sc,IT,8.49,Cloud Engineer,Java,Yes,2,Yes,Medium
BBA,Finance,7.98,Business Analyst,Java,Yes,2,Yes,Medium
MCA,Machine Learning,9.42,AI Engineer,Python,Yes,5,Yes,High
BCA,Finance,7.12,Business Analyst,C++,No,2,No,Medium
BCA,Machine Learning,9.56,AI Engineer,Python,Yes,4,Yes,High
B.Tech,AI,8.02,AI Engineer,Python,Yes,2,Yes,Medium
MBA,AI,9.28,AI Engineer,Python,Yes,5,Yes,High
BBA,AI,8.75,AI Engineer,Python,Yes,3,Yes,High
BCA,CSE,7.56,DevOps Engineer,Python,Yes,3,Yes,Medium
B.Sc,Data Science,8.39,Data Scientist,Python,Yes,2,Yes,Medium
B.Sc,Information Security,8.77,Cyber Security Analyst,Python,Yes,5,Yes,High
BBA,Cyber Security,6.63,Support Engineer,Python,No,1,Yes,Low
B.Tech,Finance,6.2,Business Analyst,Python,No,0,No,Low
B.Sc,CSE,9.69,Software Developer,C++,Yes,5,Yes,High
B.Sc,Software Engineering,8.43,Software Developer,Java,Yes,2,Yes,Medium
M.Tech,Cyber Security,8.35,Cyber Security Analyst,Python,Yes,3,Yes,Medium
B.Sc,Finance,9.41,Business Analyst,Python,Yes,4,No,High
M.Sc,Electronics,9.38,Cloud Engineer,Python,Yes,3,No,High
B.Tech,CSE,7.28,DevOps Engineer,C++,No,3,No,Medium
MCA,Finance,9.0,Business Analyst,C++,Yes,3,No,High
MBA,Information Security,8.99,Cyber Security Analyst,Python,Yes,4,Yes,High
BBA,Machine Learning,8.15,Data Scientist,Python,Yes,2,Yes,Medium
BBA,Business Analytics,7.23,Business Analyst,Python,No,2,Yes,Medium
B.Sc,CSE,7.6,DevOps Engineer,Python,Yes,2,Yes,Medium
B.Tech,Cyber Security,6.04,Support Engineer,Python,No,0,Yes,Low
MBA,IT,8.66,Cloud Engineer,Java,Yes,3,Yes,High
M.Tech,CSE,8.76,Software Developer,Java,Yes,4,No,High
B.Sc,Software Engineering,9.33,Software Developer,Java,Yes,3,No,High
M.Tech,Machine Learning,8.84,AI Engineer,Python,Yes,5,Yes,High
BBA,Business Analytics,6.01,Business Analyst,Java,No,0,No,Low
M.Tech,Cyber Security,8.06,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Sc,Machine Learning,9.12,AI Engineer,Python,Yes,4,Yes,High
B.Sc,Cyber Security,8.55,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,Data Science,9.46,Data Scientist,Python,Yes,5,Yes,High
B.Sc,AI,6.52,Data Scientist,Python,No,1,Yes,Low
B.Tech,Data Science,9.97,Data Scientist,Python,Yes,3,Yes,High
MCA,Machine Learning,8.76,AI Engineer,Python,Yes,3,Yes,High
B.Sc,Finance,7.42,Business Analyst,C++,No,2,Yes,Medium
B.Tech,AI,9.83,AI Engineer,Python,Yes,4,Yes,High
MBA,Business Analytics,6.12,Business Analyst,C++,No,0,No,Low
MBA,Finance,7.04,Business Analyst,Python,No,2,Yes,Medium
B.Tech,Business Analytics,7.85,Business Analyst,Python,Yes,2,No,Medium
M.Sc,Software Engineering,6.3,DevOps Engineer,Java,No,0,Yes,Low
B.Sc,CSE,7.06,DevOps Engineer,Java,No,2,Yes,Medium
BBA,Business Analytics,6.31,Business Analyst,Python,No,0,No,Low
BCA,CSE,8.43,DevOps Engineer,Java,Yes,2,Yes,Medium
BCA,Information Security,7.64,Cyber Security Analyst,Python,Yes,2,No,Medium
MCA,Data Science,8.08,Data Scientist,Python,Yes,3,Yes,Medium
B.Sc,Machine Learning,7.74,Data Scientist,Python,Yes,2,Yes,Medium
M.Tech,Electronics,9.83,Cloud Engineer,C++,Yes,5,No,High
B.Sc,Machine Learning,7.7,Data Scientist,Python,Yes,2,Yes,Medium
M.Tech,Machine Learning,7.61,Data Scientist,Python,Yes,2,Yes,Medium
B.Sc,Data Science,9.76,Data Scientist,Python,Yes,4,Yes,High
MCA,Machine Learning,7.81,Data Scientist,Python,Yes,2,Yes,Medium
B.Sc,CSE,9.83,Software Developer,Java,Yes,4,No,High
B.Sc,Information Security,7.83,Cyber Security Analyst,Python,Yes,2,Yes,Medium
BCA,AI,8.58,AI Engineer,Python,Yes,5,Yes,High
B.Tech,Finance,6.68,Business Analyst,Java,No,1,No,Low
MBA,IT,7.52,Support Engineer,Python,Yes,3,Yes,Medium
MCA,Finance,7.72,Business Analyst,Python,Yes,2,No,Medium
BCA,Electronics,9.4,Cloud Engineer,Java,Yes,4,No,High
M.Tech,Information Security,7.14,Cyber Security Analyst,Python,No,3,No,Medium
B.Tech,Machine Learning,6.24,Data Scientist,Python,No,1,Yes,Low
M.Tech,IT,9.29,Cloud Engineer,Java,Yes,3,Yes,High
M.Tech,AI,9.74,AI Engineer,Python,Yes,4,Yes,High
M.Sc,Data Science,9.05,Data Scientist,Python,Yes,5,Yes,High
BCA,Cyber Security,9.62,Cyber Security Analyst,Python,Yes,4,Yes,High
MBA,Finance,8.33,Business Analyst,Java,Yes,2,Yes,Medium
B.Sc,Finance,7.39,Business Analyst,Python,No,2,Yes,Medium
M.Tech,AI,8.36,AI Engineer,Python,Yes,2,Yes,Medium
BBA,Business Analytics,7.19,Business Analyst,Java,No,3,Yes,Medium
B.Sc,AI,6.33,Data Scientist,Python,No,1,Yes,Low
B.Tech,Machine Learning,9.32,AI Engineer,Python,Yes,3,Yes,High
BBA,Data Science,6.09,Business Analyst,Python,No,1,Yes,Low
MCA,Data Science,7.02,Business Analyst,Python,No,3,Yes,Medium
M.Sc,Software Engineering,9.03,Software Developer,Java,Yes,5,No,High
MCA,IT,6.31,Support Engineer,Java,No,1,No,Low
MBA,IT,8.47,Cloud Engineer,Python,Yes,3,No,Medium
MCA,IT,9.93,Cloud Engineer,Java,Yes,4,Yes,High
MBA,Business Analytics,6.03,Business Analyst,Python,No,0,No,Low
M.Tech,Data Science,7.63,Business Analyst,Python,Yes,2,Yes,Medium
MBA,CSE,7.05,DevOps Engineer,C++,No,3,Yes,Medium
MCA,Information Security,9.67,Cyber Security Analyst,Python,Yes,5,Yes,High
BCA,Electronics,6.95,Support Engineer,Java,No,1,No,Low
MCA,IT,9.52,Cloud Engineer,C++,Yes,4,Yes,High
MCA,Data Science,8.6,Data Scientist,Python,Yes,5,Yes,High
BCA,IT,9.67,Cloud Engineer,Python,Yes,5,No,High
B.Tech,Software Engineering,6.71,DevOps Engineer,Java,No,1,Yes,Low
B.Sc,Software Engineering,8.09,Software Developer,Java,Yes,2,No,Medium
M.Sc,Finance,6.04,Business Analyst,Python,No,0,No,Low
M.Tech,IT,7.05,Support Engineer,C++,No,3,No,Medium
MCA,IT,6.71,Support Engineer,Java,No,1,Yes,Low
B.Tech,Electronics,6.46,Support Engineer,Python,No,1,Yes,Low
BCA,CSE,7.2,DevOps Engineer,Java,No,2,No,Medium
M.Tech,Business Analytics,6.12,Business Analyst,Java,No,0,No,Low
MBA,Business Analytics,9.16,Business Analyst,C++,Yes,5,No,High
M.Sc,Information Security,8.37,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MCA,Machine Learning,6.86,Data Scientist,Python,No,1,Yes,Low
M.Sc,Electronics,7.82,Support Engineer,Python,Yes,3,Yes,Medium
M.Sc,Data Science,6.99,Business Analyst,Python,No,0,Yes,Low
B.Tech,Data Science,6.93,Business Analyst,Python,No,1,Yes,Low
B.Sc,Machine Learning,6.27,Data Scientist,Python,No,0,Yes,Low
M.Sc,Business Analytics,9.84,Business Analyst,Java,Yes,5,Yes,High
M.Sc,AI,7.71,Data Scientist,Python,Yes,3,Yes,Medium
B.Tech,Data Science,9.4,Data Scientist,Python,Yes,4,Yes,High
B.Sc,Machine Learning,8.3,AI Engineer,Python,Yes,3,Yes,Medium
M.Sc,AI,8.91,AI Engineer,Python,Yes,4,Yes,High
MCA,Cyber Security,7.58,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Tech,Information Security,9.06,Cyber Security Analyst,Python,Yes,3,No,High
M.Sc,IT,6.25,Support Engineer,Python,No,1,Yes,Low
M.Sc,Data Science,8.95,Data Scientist,Python,Yes,4,Yes,High
B.Sc,Business Analytics,7.42,Business Analyst,Python,No,2,Yes,Medium
BBA,Data Science,9.34,Data Scientist,Python,Yes,5,Yes,High
B.Sc,Machine Learning,9.07,AI Engineer,Python,Yes,3,Yes,High
M.Sc,Cyber Security,6.28,Support Engineer,Python,No,1,Yes,Low
BCA,Business Analytics,8.83,Business Analyst,Java,Yes,4,Yes,High
M.Tech,Electronics,9.65,Cloud Engineer,Python,Yes,4,No,High
M.Tech,IT,6.47,Support Engineer,C++,No,1,No,Low
M.Tech,Finance,7.06,Business Analyst,Python,No,3,No,Medium
MBA,CSE,7.99,DevOps Engineer,Java,Yes,2,Yes,Medium
MCA,AI,6.65,Data Scientist,Python,No,1,Yes,Low
B.Tech,Finance,8.95,Business Analyst,C++,Yes,3,Yes,High
MCA,CSE,9.28,Software Developer,C++,Yes,5,No,High
BBA,Finance,8.23,Business Analyst,Java,Yes,3,No,Medium
BBA,IT,9.83,Cloud Engineer,C++,Yes,4,No,High
M.Tech,Machine Learning,9.17,AI Engineer,Python,Yes,4,Yes,High
M.Tech,IT,8.95,Cloud Engineer,Java,Yes,5,Yes,High
B.Sc,Business Analytics,7.45,Business Analyst,Java,No,3,No,Medium
M.Sc,Information Security,7.46,Cyber Security Analyst,Python,No,2,Yes,Medium
BCA,IT,9.92,Cloud Engineer,C++,Yes,5,No,High
B.Tech,IT,9.75,Cloud Engineer,Java,Yes,5,No,High
BCA,Electronics,7.6,Support Engineer,Python,Yes,3,Yes,Medium
MCA,Finance,9.48,Business Analyst,Python,Yes,3,No,High
B.Sc,AI,7.15,Data Scientist,Python,No,2,Yes,Medium
BBA,AI,7.43,Data Scientist,Python,No,2,Yes,Medium
BBA,IT,7.93,Support Engineer,C++,Yes,3,No,Medium
M.Sc,Machine Learning,8.86,AI Engineer,Python,Yes,3,Yes,High
MBA,AI,8.11,AI Engineer,Python,Yes,3,Yes,Medium
MBA,Electronics,6.66,Support Engineer,Python,No,0,Yes,Low
M.Sc,Business Analytics,8.31,Business Analyst,C++,Yes,2,Yes,Medium
B.Tech,CSE,8.68,Software Developer,C++,Yes,3,No,High
M.Tech,Software Engineering,6.58,DevOps Engineer,Java,No,1,Yes,Low
MCA,Information Security,7.12,Cyber Security Analyst,Python,No,3,No,Medium
B.Tech,IT,7.88,Support Engineer,Python,Yes,3,Yes,Medium
M.Tech,Data Science,8.65,Data Scientist,Python,Yes,5,Yes,High
MBA,CSE,7.11,DevOps Engineer,Java,No,3,Yes,Medium
B.Sc,Business Analytics,7.91,Business Analyst,Python,Yes,3,Yes,Medium
BBA,IT,9.07,Cloud Engineer,Java,Yes,3,Yes,High
MBA,IT,9.56,Cloud Engineer,C++,Yes,4,Yes,High
M.Tech,Finance,9.49,Business Analyst,Java,Yes,4,No,High
MBA,Software Engineering,8.73,Software Developer,Java,Yes,3,Yes,High
MCA,IT,7.83,Support Engineer,Python,Yes,3,Yes,Medium
MBA,Machine Learning,7.99,Data Scientist,Python,Yes,2,Yes,Medium
B.Sc,Software Engineering,9.07,Software Developer,Java,Yes,4,No,High
MCA,CSE,7.3,DevOps Engineer,C++,No,2,Yes,Medium
M.Sc,Finance,9.28,Business Analyst,Python,Yes,3,No,High
M.Tech,Electronics,7.15,Support Engineer,Java,No,2,No,Medium
MBA,Electronics,6.18,Support Engineer,Python,No,1,No,Low
B.Tech,Software Engineering,6.16,DevOps Engineer,Java,No,0,Yes,Low
BCA,Finance,7.9,Business Analyst,Python,Yes,3,No,Medium
BCA,Finance,9.47,Business Analyst,Java,Yes,4,No,High
MBA,Finance,7.06,Business Analyst,Python,No,3,No,Medium
M.Tech,CSE,8.19,DevOps Engineer,Python,Yes,2,No,Medium
MBA,Information Security,6.34,Support Engineer,Python,No,1,No,Low
M.Sc,Electronics,7.79,Support Engineer,C++,Yes,2,Yes,Medium
MBA,Data Science,6.44,Business Analyst,Python,No,1,Yes,Low
M.Tech,Business Analytics,9.37,Business Analyst,Python,Yes,3,Yes,High
B.Sc,Business Analytics,7.45,Business Analyst,Python,No,3,Yes,Medium
M.Tech,AI,7.62,Data Scientist,Python,Yes,3,Yes,Medium
MCA,Data Science,8.26,Data Scientist,Python,Yes,2,Yes,Medium
BCA,AI,7.46,Data Scientist,Python,No,2,Yes,Medium
BBA,AI,8.41,AI Engineer,Python,Yes,3,Yes,Medium
M.Tech,Business Analytics,7.44,Business Analyst,Java,No,3,No,Medium
M.Sc,Electronics,7.35,Support Engineer,Java,No,3,Yes,Medium
M.Tech,IT,8.13,Cloud Engineer,Java,Yes,3,Yes,Medium
M.Sc,Cyber Security,6.7,Support Engineer,Python,No,0,Yes,Low
MCA,Information Security,8.82,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Sc,Machine Learning,8.38,AI Engineer,Python,Yes,3,Yes,Medium
BCA,Machine Learning,9.43,AI Engineer,Python,Yes,3,Yes,High
M.Sc,Data Science,8.66,Data Scientist,Python,Yes,5,Yes,High
MCA,Software Engineering,8.35,Software Developer,Java,Yes,2,No,Medium
B.Sc,Machine Learning,6.18,Data Scientist,Python,No,0,Yes,Low
BBA,Data Science,8.18,Data Scientist,Python,Yes,2,Yes,Medium
M.Sc,IT,7.33,Support Engineer,C++,No,3,Yes,Medium
M.Sc,Cyber Security,6.68,Support Engineer,Python,No,1,Yes,Low
B.Sc,IT,8.1,Cloud Engineer,C++,Yes,3,Yes,Medium
BCA,Cyber Security,6.47,Support Engineer,Python,No,1,Yes,Low
